id,title,url
"136","https://freesnowden.is/revelations/#smartphone-surveillance","Smartphone surveillance"
"137","https://freesnowden.is/revelations/#targeting-brazil-oil-company-petrobras","NSA targets Brazilian oil company Petrobras"
"138","https://freesnowden.is/revelations/#nsa-and-gchq-mission-to-crack-encryption","NSA and GCHQs mission to crack encryption"
"139","https://freesnowden.is/revelations/#nsa-targets-brazil-and-mexican-presidents","NSA targets Brazilian and Mexican presidents"
"140","https://freesnowden.is/revelations/#nsa-targets-french-foreign-ministry-network","NSA targets French foreign ministry network"
"141","https://freesnowden.is/revelations/#al-jazeera-communications","Al Jazeera communications"
"142","https://freesnowden.is/revelations/#us-intelligence-community-budget","US Intelligence Community budget for 2013"
"143","https://freesnowden.is/revelations/#nsa-auditing-and-the-fisc-opinion","NSA auditing and the FISC Opinion"
"144","https://freesnowden.is/revelations/#nsa-section-702-targeting-us-persons","NSA Section 702: targeting US persons"
"145","https://freesnowden.is/revelations/#telecommunications-companies-aid-gchq-surveillance","Telecommunications companies aid GCHQ surveillance"
"146","https://freesnowden.is/revelations/#nsa-supplied-intelligence-on-summit-of-americas","NSA supplied intelligence on the Summit of Americas"
"147","https://freesnowden.is/revelations/#nsa-pays-gchq-for-access","NSA pays GCHQ for access to intelligence"
"148","https://freesnowden.is/revelations/#xkeyscore-the-nsa-search-tool-for-nearly-everything","XKeyScore  the NSA search tool for nearly everything"
"149","https://freesnowden.is/revelations/#nsa-intelligence-on-the-UN-security-council","NSA intelligence on the UN Security Council"
"150","https://freesnowden.is/revelations/#nsa-works-with-the-BND","NSA works with the German BND"
"151","https://freesnowden.is/revelations/#industrial-espionage-in-brazil","Industrial espionage in Brazil"
"152","https://freesnowden.is/revelations/#eu-and-un-buildings-bugged","EU and UN buildings bugged by the NSA"
"153","https://freesnowden.is/revelations/#nsa-in-germany","Large scale NSA activity in Germany, with domestic cooperation"
"154","https://freesnowden.is/revelations/#prism-data-aquisition","PRISM data aquisition"
"155","https://freesnowden.is/revelations/#extended-data-collection","Extended data collection: EvilOlive and ShellTrumpet"
"156","https://freesnowden.is/revelations/#authorization-for-nsa-analysis","Authorisation for NSA analysis of US-based electronic metadata"
"157","https://freesnowden.is/revelations/#internal-investigation-of-post-9/11-warrantless-wiretapping-program","Internal investigation of post-9/11 warrantless wiretapping"
"158","https://freesnowden.is/revelations/#gchq-tempora-porgramme","GCHQs cable-tapping Tempora operation"
"159","https://freesnowden.is/revelations/#faa-targeting-and-minimization","How NSA decides what counts as US data"
"160","https://freesnowden.is/revelations/#nsa-targets-universities-mobile-phones-in-China","NSA targets universities, mobile phones and fibre-optic network in China"
"161","https://freesnowden.is/revelations/#surveillance-of-g20","Surveillance of G20 delegates in London"
"162","https://freesnowden.is/revelations/#boundless-informant","Boundless Informant illustrates NSAs global reach"
"163","https://freesnowden.is/revelations/#presidential-directive-orders-cyber-offensive-targeting-overseas","Presidential Directive orders cyber-offensive targeting overseas"
"164","https://freesnowden.is/revelations/#prism-an-nsa-partnership-with-us-service-providers","PRISM: an NSA partnership with US service providers"
"165","https://freesnowden.is/revelations/#fisa-court-order-demanding-us-call-records","FISA Court order demanding US call records from Verizon"
